geo_id,latitude,longitude
296,41.8583,-86.2435
297,41.4089,-81.5273
298,41.073,-112.026
299,43.2431,-91.4435
300,40.7801,-124.187
301,40.7989,-74.0099
302,39.1019,-84.5133
303,39.1019,-84.5133
304,42.5242,-89.0733
305,40.2212,-74.746
306,40.9583,-75.9747
307,35.1153,-106.702
308,34.5293,-82.5086
309,42.2569,-84.752
310,42.2031,-72.6103
311,42.2031,-72.6103
312,38.529,-92.1565
313,38.529,-92.1565
314,38.529,-92.1565
315,38.529,-92.1565
316,38.529,-92.1565
317,47.6611,-117.432
318,47.6611,-117.432
319,47.6611,-117.432
320,29.9559,-90.0673
321,41.8546,-87.7274
322,35.5495,-82.5254
323,41.4237,-81.7193
324,42.0832,-71.023
325,30.0299,-90.0252
326,33.5877,-111.996
327,40.2823,-76.8939
328,45.5043,-122.514
329,36.7381,-119.759
330,39.6572,-74.8625
331,33.4498,-81.1262
332,41.2277,-80.7961
333,27.8464,-80.4882
334,47.5208,-122.269
335,45.445,-122.544
336,40.7837,-81.3675
337,47.6138,-122.332
338,47.6138,-122.332
339,47.6138,-122.332
340,47.6138,-122.332
341,41.0754,-81.5195
342,43.3979,-83.9297
343,27.9471,-82.4596
344,35.2614,-80.84
345,42.3645,-122.856
346,47.6187,-122.201
347,42.0922,-86.0744
348,40.2006,-84.7863
349,40.0289,-76.1673
350,34.1924,-85.127
351,38.6778,-121.176
352,47.6147,-122.345
353,46.7357,-117.174
354,41.3214,-72.9493
355,33.8694,-84.3494
356,32.2994,-80.9421
357,28.5356,-82.2759
358,43.1191,-89.2978
359,40.9576,-73.8318
360,42.0971,-71.0237
361,59.8298,-151.815
362,40.8181,-96.7109
363,40.7918,-72.8648
364,34.5293,-117.226
365,39.7598,-75.5387
366,42.9003,-78.8895
367,47.2206,-122.479
368,44.8414,-69.3935
369,38.8235,-97.607
370,43.0869,-75.2191
371,44.0606,-92.4927
372,39.3613,-74.4403
373,41.506,-72.0762
374,33.1773,-117.367
375,35.2445,-80.8576
376,41.5209,-81.5941
377,36.746,-108.175
378,39.1118,-84.6122
379,38.4865,-80.4059
380,40.6778,-73.9528
381,39.16,-75.5233
382,41.903,-87.6871
383,43.1739,-77.6179
384,36.7432,-119.819
385,42.2828,-85.562
386,36.7734,-119.728
387,41.3168,-74.1699
388,42.2895,-71.0882
389,27.2498,-80.3814
390,40.7314,-74.174
391,40.7314,-74.174
392,40.7314,-74.174
393,40.7314,-74.174
394,40.7314,-74.174
395,44.1145,-72.5398
396,29.4179,-98.6632
397,43.5071,-71.6143
398,39.9601,-76.7337
399,45.7841,-108.556
400,36.0971,-79.4142
401,33.4952,-112.009
402,36.1647,-86.816
403,33.6391,-81.5568
404,43.5402,-96.7237
405,36.7418,-119.774
406,32.6662,-97.421
407,33.6845,-84.1994
408,42.4591,-71.3307
409,42.3125,-71.0719
410,37.4392,-79.9037
411,36.7896,-119.788
412,41.8088,-87.6603
413,28.5421,-81.3751
414,28.5421,-81.3751
415,38.6812,-90.2732
416,40.7077,-74.0908
417,27.2714,-80.837
418,42.1102,-71.8357
419,25.778,-80.1939
420,25.778,-80.1939
421,47.7066,-117.403
422,37.9258,-84.2926
423,42.2479,-71.8206
424,42.6495,-71.3031
425,39.2741,-84.5596
426,36.7468,-119.773
427,41.5929,-87.3564
428,38.9344,-104.677
429,41.5024,-74.0133
430,40.7089,-73.8186
431,42.6971,-83.2455
432,40.6186,-74.08
433,40.6236,-74.0826
434,40.8932,-74.0117
435,40.7472,-73.9934
436,43.1443,-78.9239
437,38.5026,-90.6279
438,41.7682,-72.6971
439,39.1444,-84.4909
440,30.0802,-94.1266
441,36.1403,-86.8569
442,34.1507,-118.121
443,42.6487,-84.5678
444,47.8884,-117.41
445,39.05,-92.3491
446,30.5227,-90.3455
447,43.0349,-83.6975
448,39.6736,-83.9365
449,41.7471,-72.6832
450,42.0836,-72.549
451,39.8257,-84.8835
452,42.307,-71.0756
453,34.5211,-85.6846
454,29.9569,-90.0686
455,41.6226,-87.6608
456,40.6802,-73.8838
457,45.7705,-108.499
458,38.0794,-78.8979
459,41.7547,-72.7063
460,40.2097,-74.7595
461,40.2289,-74.7871
462,34.0822,-117.956
463,38.2568,-104.618
464,42.0548,-72.7704
465,46.8837,-92.0903
466,38.5851,-75.5723
467,30.5399,-89.1161
468,42.4305,-83.0759
469,43.0891,-75.2122
470,42.2736,-71.7733
471,41.2226,-80.7978
472,36.1622,-86.7761
473,38.7314,-90.1096
474,45.8474,-108.713
475,42.0728,-71.0213
476,42.1155,-72.5614
477,36.9969,-89.1681
478,42.0888,-72.5617
479,41.616,-70.9263
480,40.6847,-89.6135
481,35.7345,-81.3445
482,45.5729,-122.653
483,42.4371,-82.986
484,42.0274,-77.6564
485,32.2582,-90.2135
486,28.1336,-82.7784
487,26.3605,-80.1746
488,34.9952,-78.9099
489,44.1752,-84.6702
490,41.5027,-87.2593
491,35.0937,-106.502
492,40.1164,-88.2434
493,40.6339,-80.0506
494,40.6819,-73.9272
495,42.9711,-77.8558
496,42.9432,-72.2812
497,34.1485,-119.181
498,34.1485,-119.181
499,42.2561,-71.773
500,34.9861,-81.9423
501,45.5041,-122.531
502,40.9045,-74.1457
503,47.3809,-122.235
504,41.7764,-72.6765
505,41.2998,-96.0814
506,29.4251,-98.4611
507,37.0844,-84.0261
508,39.9394,-91.4053
509,37.8362,-87.59
510,42.919,-78.8002
511,32.8467,-104.414
512,38.9596,-92.3421
513,40.6936,-89.589
514,61.6533,-149.9
515,30.474,-91.0826
516,39.762,-86.1056
517,42.3249,-71.0787
518,47.6062,-122.332
519,30.4472,-86.629
520,42.9992,-87.9189
521,38.1304,-122.252
522,33.7625,-79.1403
523,37.9716,-87.5711
524,45.5223,-122.496
525,41.6584,-70.1286
526,41.7997,-87.6437
527,35.0602,-89.6801
528,42.9936,-71.4505
529,43.4185,-83.9241
530,30.4799,-95.7551
531,40.6698,-73.9583
532,41.8354,-87.8293
533,38.4526,-91.0167
534,30.9038,-84.5755
535,34.9401,-83.7428
536,29.6111,-89.8685
537,41.8772,-71.3543
538,41.4535,-81.5329
539,30.2202,-97.7499
540,30.2202,-97.7499
541,39.7589,-84.1916
542,42.8938,-78.8271
543,45.9536,-122.599
544,39.9445,-83.0572
545,35.1565,-81.2812
546,48.2131,-101.283
547,48.2131,-101.283
548,44.3976,-122.741
549,39.8334,-86.0102
550,39.8334,-86.0102
551,30.3139,-81.6956
552,38.3228,-91.2465
553,42.6452,-84.5236
554,40.6613,-111.844
555,41.7014,-73.9207
556,40.8559,-73.9289
557,28.0419,-81.9172
558,45.4328,-122.859
559,32.5939,-83.6552
560,27.7227,-97.3792
561,28.0124,-80.6494
562,37.7053,-122.159
563,41.6038,-93.6317
564,37.2917,-120.474
565,45.5826,-122.353
566,43.05,-87.9452
567,33.5741,-86.7817
568,28.5149,-81.3098
569,39.6843,-75.5484
570,34.0624,-117.748
571,40.192,-85.3749
572,38.3637,-81.6509
573,44.3969,-122.447
574,31.8031,-106.289
575,41.8115,-111.559
576,41.6791,-86.2536
577,41.3718,-82.1073
578,40.1896,-85.2955
579,42.6041,-82.88
580,39.7852,-89.6248
581,42.7677,-77.452
582,37.0982,-84.5971
583,30.9014,-84.2057
584,47.6795,-117.425
585,36.1511,-95.9945
586,36.1511,-95.9945
587,36.1511,-95.9945
588,42.91,-78.8203
589,41.5402,-87.3427
590,36.218,-119.352
591,30.4612,-88.1237
592,43.0023,-83.6441
593,40.2242,-74.7451
594,42.257,-71.7958
595,39.3242,-76.4335
596,39.1784,-75.527
597,40.6415,-73.9594
598,43.0527,-83.6544
599,41.0955,-81.5438
600,34.056,-81.1741
601,39.43,-76.3023
602,30.4502,-87.2588
603,37.4893,-77.4842
604,40.6966,-111.987
605,41.098,-80.6474
606,39.9413,-83.8218
607,42.945,-72.276
608,36.8014,-76.348
609,41.2739,-75.891
610,37.6544,-113.086
611,42.965,-78.7403
612,42.2636,-71.8112
613,33.815,-84.4465
614,40.7076,-112.106
615,33.8602,-89.3113
616,40.2506,-76.8535
617,41.9556,-87.7154
618,39.3914,-87.6936
619,40.2734,-76.7337
620,38.8897,-76.9319
621,41.7598,-87.6336
622,43.1402,-77.6359
623,40.0365,-76.5051
624,43.9786,-71.1226
625,41.4628,-74.4149
626,41.8228,-71.3413
627,41.7976,-87.7674
628,42.3782,-122.919
629,42.2445,-71.7949
630,29.4654,-95.0384
631,43.0249,-89.2801
632,33.6801,-116.16
633,40.7809,-87.7361
634,36.6551,-121.658
635,39.6255,-86.1226
636,30.9179,-90.1592
637,43.1718,-76.0945
638,41.5322,-90.5844
639,39.458,-77.9719
640,39.458,-77.9719
641,33.9773,-83.3641
642,41.9733,-87.6578
643,26.0032,-80.1429
644,42.242,-83.5853
645,45.5521,-122.671
646,33.9611,-83.3753
647,42.9164,-78.8017
648,46.7879,-92.097
649,45.5191,-122.562
650,41.524,-72.0834
651,40.6904,-74.1774
652,33.7155,-78.9787
653,43.0932,-78.9722
654,38.687,-90.1539
655,39.0533,-95.6717
656,39.0533,-95.6717
657,33.6564,-84.0037
658,40.4669,-80.025
659,33.0365,-85.0242
660,34.622,-83.2573
661,40.7207,-74.0867
662,43.4458,-83.9079
663,42.3336,-122.882
664,42.4539,-73.2905
665,33.9493,-83.4064
666,42.3121,-122.855
667,42.2036,-122.725
668,29.3747,-98.4216
669,39.3421,-76.6652
670,35.998,-84.2582
671,36.4207,-100.16
672,43.0404,-76.1638
673,40.7783,-82.5041
674,42.2105,-72.6138
675,32.4125,-86.9905
676,48.0631,-122.154
677,41.7872,-87.7234
678,38.8535,-104.72
679,46.8413,-92.2206
680,42.9078,-78.8881
681,30.1976,-95.7046
682,41.5486,-90.5719
683,41.5486,-90.5719
684,34.7962,-96.6457
685,41.2282,-95.8514
686,33.6982,-84.3935
687,42.0876,-72.5612
688,40.6915,-111.847
689,40.6915,-111.847
690,33.725,-84.3881
691,40.9047,-74.169
692,40.6118,-75.4763
693,41.1949,-73.1989
694,45.523,-122.674
695,41.4998,-81.6904
696,47.6015,-117.675
697,29.2021,-81.0362
698,41.2248,-75.8948
699,40.4018,-86.8691
700,40.9075,-72.4084
701,42.9742,-85.6446
702,42.113,-72.6114
703,37.7807,-122.417
704,30.3133,-81.6923
705,30.326,-81.4815
706,37.2155,-93.2952
707,37.2155,-93.2952
708,38.8019,-104.761
709,33.5987,-112.257
710,37.7524,-122.163
711,38.9951,-76.3046
712,42.111,-91.2893
713,41.467,-81.7532
714,31.6186,-94.6834
715,35.618,-118.473
716,40.78,-81.5011
717,39.5964,-119.764
718,29.747,-95.4047
719,40.7171,-89.6011
720,35.7109,-118.562
721,32.7497,-97.0974
722,36.0368,-89.3933
723,41.6468,-85.9353
724,40.6499,-73.967
725,37.3905,-86.7149
726,39.8835,-86.0654
727,42.7846,-71.0705
728,40.8255,-74.0755
729,41.7012,-73.924
730,21.3063,-157.84
731,45.4629,-122.898
732,45.4629,-122.898
733,36.8131,-119.765
734,42.4199,-83.1802
735,34.1244,-117.2
736,42.9515,-78.8544
737,42.6453,-95.1958
738,38.9269,-77.026
739,39.4623,-88.3644
740,39.4623,-88.3644
741,39.0929,-94.4199
742,42.1272,-72.529
743,29.594,-90.692
744,30.3358,-81.7646
745,30.3358,-81.7646
746,41.3911,-73.4544
747,36.8883,-76.3082
748,36.8883,-76.3082
749,40.7072,-73.793
750,41.2396,-75.8962
751,30.2521,-81.7759
752,35.3467,-119.039
753,37.3674,-121.987
754,37.9021,-84.5958
755,39.8957,-79.7177
756,42.4635,-70.9453
757,39.369,-76.5501
758,45.6673,-122.523
759,42.5606,-114.535
760,41.7443,-72.6776
761,38.2705,-81.8073
762,41.039,-73.7751
763,42.9776,-87.9094
764,26.0033,-80.3855
765,42.1128,-72.6118
766,43.0367,-76.1562
767,42.5933,-76.4178
768,32.5275,-83.5688
769,42.3152,-71.0947
770,48.1686,-103.615
771,42.3207,-71.0714
772,47.253,-122.452
773,41.7004,-73.9172
774,36.8442,-119.883
775,32.824,-83.6669
776,39.7729,-86.123
777,38.3565,-81.6159
778,37.3672,-81.1144
779,44.9693,-93.1179
780,40.4116,-104.689
781,36.0886,-119.559
782,39.3486,-76.6782
783,34.242,-77.9372
784,42.5967,-76.1629
785,40.4208,-78.4053
786,39.2966,-76.6262
787,42.3551,-71.0607
788,36.2342,-88.0873
789,44.1934,-72.5177
790,38.707,-77.2622
791,40.4095,-75.7293
792,39.6746,-75.6812
793,33.9388,-118.129
794,40.4926,-74.4774
795,34.163,-84.3107
796,39.2776,-80.3407
797,38.0231,-78.4857
798,37.9939,-84.4569
799,29.9748,-90.0372
800,43.1791,-77.6015
801,39.7391,-84.2221
802,41.792,-72.6605
803,43.1335,-77.6479
804,37.7914,-121.893
805,43.1379,-70.6959
806,41.2596,-75.858
807,39.9892,-75.0967
808,44.9871,-93.2787
809,41.4793,-74.3769
810,40.7004,-74.0836
811,39.9291,-75.1046
812,39.9291,-75.1046
813,35.359,-77.991
814,41.9749,-91.6882
815,39.022,-94.5798
816,43.2176,-77.4
817,38.9684,-76.5184
818,31.5823,-84.0761
819,29.469,-98.5285
820,43.4776,-89.7339
821,42.4551,-83.1131
822,38.39,-81.8367
823,36.1381,-95.8777
824,42.2083,-72.606
825,42.9128,-71.9404
826,37.2704,-79.793
827,31.5664,-84.1692
828,42.8469,-78.1482
829,41.3096,-96.1133
830,45.6442,-122.534
831,35.1898,-101.816
832,47.6632,-117.38
833,30.7128,-95.5385
834,37.7267,-89.2029
835,43.7154,-98.0339
836,38.6983,-90.4668
837,43.099,-87.9437
838,32.5239,-92.1076
839,47.8864,-122.24
840,42.3302,-122.874
841,42.246,-75.8267
842,42.0912,-72.55
843,33.7998,-84.514
844,42.9783,-71.4764
845,36.1735,-95.9533
846,42.2931,-71.075
847,33.8574,-84.8367
848,44.0817,-103.216
849,29.4269,-98.5025
850,39.1381,-86.5053
851,48.1009,-114.524
852,29.4059,-98.4633
853,29.9553,-90.1814
854,46.368,-94.1745
855,42.356,-71.0618
856,36.4351,-99.3787
857,29.3663,-98.4417
858,35.6018,-89.7036
859,36.2009,-86.8238
860,37.2021,-93.3401
861,38.341,-81.7462
862,41.0555,-73.5384
863,36.1478,-95.971
864,41.7911,-72.5298
865,29.5533,-81.2302
866,41.5643,-90.5975
867,26.3682,-80.0876
868,39.6227,-111.633
869,36.7387,-108.192
870,39.9474,-75.1681
871,41.1508,-104.736
872,33.2973,-111.83
873,38.7246,-89.8827
874,41.8418,-73.967
875,30.5206,-95.6409
876,39.2946,-76.6745
877,36.1172,-115.95
878,38.9235,-79.8523
879,40.8784,-73.9705
880,39.3381,-76.6679
881,29.791,-95.3731
882,44.7746,-88.6013
883,42.4493,-73.2466
884,27.8006,-97.3964
885,39.8527,-104.973
886,40.2891,-111.691
887,39.1582,-75.5244
888,41.5695,-93.7428
889,42.4878,-89.0185
890,41.1819,-83.421
891,34.1676,-118.373
892,30.1399,-94.1571
893,42.2189,-89.0393
894,42.077,-71.0357
895,38.2663,-85.8064
896,63.3438,-143.098
897,41.3258,-75.7894
898,35.1165,-106.604
899,38.6212,-76.9118
900,30.3293,-90.9939
901,42.6969,-74.9311
902,41.5875,-87.3184
903,42.3029,-71.4495
904,37.7223,-89.8725
905,36.0114,-84.2873
906,41.5255,-87.3191
907,35.7688,-80.2308
908,33.5341,-101.858
909,30.4693,-88.7658
910,64.834,-147.712
911,43.1644,-77.5843
912,43.2778,-86.2085
913,35.3838,-119.019
914,41.8743,-103.66
915,41.8743,-103.66
916,40.3145,-79.371
917,41.8445,-87.6172
918,42.5072,-89.0431
919,34.2333,-77.9229
920,39.798,-84.2556
921,42.267,-89.0822
922,44.6206,-123.073
923,43.066,-87.9375
924,37.3856,-79.0716
925,34.183,-79.3905
926,38.0742,-85.6801
927,45.5356,-122.691
928,29.5188,-98.564
929,33.6654,-95.5515
930,42.2979,-89.1198
931,42.2979,-89.1198
932,42.8837,-85.6603
933,36.7593,-119.721
934,39.9254,-76.198
935,61.1888,-150.014
936,41.2367,-95.8737
937,39.1578,-75.5368
938,43.0968,-75.2437
939,31.9733,-84.1419
940,43.0421,-76.1235
941,40.8443,-73.9337
942,29.9535,-90.0705
943,39.1582,-75.4982
944,29.9557,-90.068
945,32.044,-81.107
946,42.4946,-92.3545
947,41.4129,-81.553
948,35.0669,-98.2383
949,39.7682,-94.8426
950,41.7655,-72.6987
951,42.1286,-72.5835
952,43.0959,-79.0439
953,37.9577,-121.291
954,36.3291,-119.644
955,36.1892,-115.265
956,47.5639,-122.288
957,42.5035,-92.4089
958,43.6123,-72.9835
959,38.8184,-104.768
960,41.8425,-87.7221
961,30.6965,-88.044
962,30.6965,-88.044
963,30.6141,-96.323
964,41.9023,-87.7484
965,40.4189,-86.8259
966,40.0419,-84.2053
967,34.0337,-83.7741
968,40.2241,-74.773
969,32.377,-104.228
970,42.0928,-72.0219
971,33.4386,-112.096
972,27.4456,-99.4599
973,40.2221,-74.7336
974,40.2221,-74.7336
975,61.4278,-149.787
976,41.6942,-71.5267
977,39.3973,-75.0385
978,40.9174,-81.1
979,29.4202,-98.4037
980,38.2472,-85.7952
981,38.3393,-77.0538
982,36.2063,-119.365
983,38.6697,-77.3524
984,41.7808,-72.6884
985,30.8327,-83.2752
986,41.3292,-72.9686
987,42.0496,-71.0172
988,41.2235,-73.1774
989,40.7789,-81.3868
990,41.889,-87.6417
991,40.8649,-96.6233
992,32.5067,-84.9534
993,37.9757,-87.4926
994,36.9185,-121.784
995,47.6584,-122.313
996,33.423,-112.23
997,40.3005,-74.0052
998,39.5092,-121.57
999,37.3911,-86.868
1000,33.594,-112.104
1001,44.8123,-73.0847
1002,40.9263,-74.1748
1003,42.2697,-71.1485
1004,39.3472,-76.6719
1005,40.4385,-79.8722
1006,39.1082,-84.5656
1007,29.9714,-90.0607
1008,41.9071,-87.9023
1009,39.0964,-76.8008
1010,39.5099,-76.1838
1011,41.9429,-72.0744
1012,41.3111,-72.8727
1013,37.9959,-121.839
1014,38.9039,-104.774
1015,41.1715,-73.1695
1016,40.3031,-81.9124
1017,36.7458,-119.799
1018,41.0636,-94.3697
1019,34.1647,-117.289
1020,35.379,-80.6538
1021,40.7893,-96.6618
1022,41.6042,-73.9893
1023,44.9995,-122.775
1024,36.7933,-83.2546
1025,40.0259,-76.3189
1026,42.3036,-70.9118
1027,41.6376,-70.9452
1028,37.696,-97.4576
1029,33.4983,-112.216
1030,41.9297,-87.7392
1031,40.8717,-124.087
1032,40.6638,-73.6596
1033,40.4552,-80.0524
1034,44.6586,-70.1234
1035,40.1499,-79.5444
1036,39.5343,-82.4114
1037,33.7584,-84.3822
1038,26.1209,-80.2019
1039,27.5311,-99.4457
1040,29.4249,-95.2612
1041,33.1959,-117.379
1042,37.3611,-81.1258
1043,34.2936,-118.454
1044,40.1794,-122.245
1045,40.1794,-122.245
1046,30.7263,-95.5458
1047,37.9869,-121.285
1048,36.2397,-86.6795
1049,42.4606,-83.1343
1050,42.9463,-78.8177
1051,42.5437,-90.6779
1052,31.1677,-81.5493
1053,41.6115,-84.9818
1054,39.3649,-76.6077
1055,37.6872,-97.3301
1056,41.263,-85.8447
1057,38.824,-77.0032
1058,42.2787,-71.4081
1059,40.3107,-124.242
1060,62.3163,-150.232
1061,33.5006,-112.178
1062,41.9465,-87.7275
1063,29.9709,-97.8663
1064,43.2213,-86.2244
1065,47.1487,-119.284
1066,41.6479,-70.9287
1067,43.0351,-83.4947
1068,39.3464,-76.6806
1069,40.7061,-74.0621
1070,41.6087,-70.9172
1071,45.6618,-122.581
1072,44.9512,-69.4184
1073,38.1912,-85.7876
1074,29.9332,-90.0741
1075,40.6763,-73.9294
1076,42.891,-78.8325
1077,30.174,-85.6517
1078,43.1733,-77.6075
1079,45.5465,-122.565
1080,40.0341,-76.3017
1081,35.2364,-101.849
1082,42.3278,-71.0775
1083,44.9461,-93.0557
1084,45.4864,-122.579
1085,43.1447,-95.138
1086,42.0947,-72.5657
1087,42.1255,-123.575
1088,39.9659,-76.7367
1089,36.1583,-95.9335
1090,41.9603,-74.0567
1091,40.5333,-86.8795
1092,35.9273,-89.9141
1093,42.1051,-72.5914
1094,41.6255,-70.9393
1095,41.6394,-71.0259
1096,41.6394,-71.0259
1097,39.8592,-76.6172
1098,43.0911,-75.2286
